Patient,module,immune,stromal_fibroblast,tumor_epithelial,stromal_minus_tumor,immune_minus_tumor,fibroblast_minus_nonfibroblast,nonfibroblast,tme_like,tme_minus_tumor
MGH2523,tgfb_emt,0.0772613475180823,0.604475775091231,0.421910412214442,0.182565362876788,-0.34464906469636,0.317798060743635,0.286677714347596,0.449197919056148,0.0272875068417052
MGH2523,ifn_apc,0.00270370075841935,-0.401466470967751,-0.342468064415859,-0.0589984065518928,0.345171765174278,-0.0864070636365126,-0.315059407331239,-0.355798322265545,-0.0133302578496869
MGH2523,immune_core,0.190507995309301,-0.151365361773492,-0.466792384048326,0.315427022274835,0.657300379357627,0.203698856618156,-0.355064218391648,-0.107027310804573,0.359765073243753
MGH2523,t_cell,0.64053211982917,-0.124788902428962,-0.623621164888993,0.498832262460031,1.26415328471816,0.251282910278727,-0.376071812707688,-0.0317324593645081,0.591888705524484
MGH2523,b_plasma,-0.261293408136174,-0.216641360554857,-0.148240724770385,-0.0684006357844719,-0.113052683365788,-0.0650805404517621,-0.151560820103095,-0.216641360554857,-0.0684006357844719
MGH2523,tumor_epithelial,-0.577206251143015,-0.584124600485245,0.461343290944113,-1.04546789142936,-1.03854954208713,-0.323706672089806,-0.260417928395438,-0.584124600485245,-1.04546789142936
MGH2523,tumor_aggressive,-0.4689403216884,-0.38007721116518,0.947782473160868,-1.32785968432605,-1.41672279484927,-0.373522177007725,-0.00655503415745437,-0.423486067662045,-1.37126854082291
MGH2540,caf_mycaf,-0.270659812994611,1.37553241556431,-0.668605279416962,2.04413769498128,0.397945466422351,1.80936802796927,-0.433835612404954,0.222391264619138,0.890996544036099
MGH2540,pancaf_matrix,-0.247063420688246,1.64875172095394,-0.51292180304031,2.16167352399425,0.265858382352064,1.98741114014082,-0.338659419186877,0.287915071411312,0.800836874451622
MGH2540,myeloid_macrophage,1.3935925896072,-0.385311503775039,-0.488742728078485,0.103431224303446,1.88233531768568,-0.00509575715329041,-0.380215746621749,-0.312508609623774,0.176234118454711
MGH2540,spp1_tam,0.160516076436874,-0.460752722937883,-0.211926317339688,-0.248826405598195,0.372442393776562,-0.272990648828151,-0.187762074109732,-0.417777353536732,-0.205851036197044
MGH2540,tgfb_emt,-0.18893867116656,0.642776217113127,0.11598468530471,0.526791531808417,-0.30492335647127,0.648109223964398,-0.00533300685127177,0.264431897894234,0.148447212589524
MGH2540,ifn_apc,0.75685683448238,-0.304618137336667,-0.28863996490453,-0.0159781724321363,1.04549679938691,-0.382852294337586,0.0782341570009191,-0.0128944302246889,0.275745534679842
MGH2540,immune_core,0.673265008876974,0.0596653864631297,-0.154758908532948,0.214424294996078,0.828023917409922,0.125752474098371,-0.0660870876352411,0.0858446384720779,0.240603547005026
MGH2540,t_cell,1.15657147566941,0.058054104523238,-0.225807435218602,0.28386153974184,1.38237891088801,0.204871491185375,-0.146817386662137,0.116747584822621,0.342555020041223
MGH2540,b_plasma,-0.360176399503751,0.403423518905756,-0.116723564829624,0.52014708373538,-0.243452834674126,0.571381308694187,-0.167957789788431,0.173212395282157,0.289935960111781
MGH2540,tumor_epithelial,-0.651492626617606,-0.647636209020741,0.00390540502747447,-0.651541614048216,-0.65539803164508,-0.267481608516088,-0.380154600504653,-0.649564417819173,-0.653469822846648
MGH2540,tumor_aggressive,-0.367304738106837,-0.411616907418106,1.06395852124143,-1.47557542865954,-1.43126325934827,-0.554164380112612,0.142547472694506,-0.375477133205541,-1.43943565444697
MGH2591,caf_mycaf,-0.692458701469831,-0.498752629407834,-0.734753016097009,0.236000386689176,0.0422943146271787,0.217561404339225,-0.716314033747059,-0.664521191967188,0.0702318241298218
MGH2591,pancaf_matrix,-0.544426988376378,-0.410481748683701,-0.595151105415601,0.1846693567319,0.0507241170392232,0.17001086217804,-0.580492610861741,-0.505882501582703,0.0892686038328979
MGH2591,myeloid_macrophage,0.173859952963914,-0.462929951115338,-0.402276754877103,-0.0606531962382357,0.576136707841017,-0.176601273587527,-0.286328677527811,-0.289687855087356,0.112588899789746
MGH2591,spp1_tam,-0.469768834373298,-0.769788857775227,-0.413450788899001,-0.356338068876226,-0.0563180454742971,-0.32980160864707,-0.439987249128157,-0.681787424626919,-0.268336635727918
MGH2591,tgfb_emt,-0.301606543631285,-0.19857205126893,0.344244076910224,-0.542816128179154,-0.645850620541509,-0.268827938088077,0.0702558868191474,-0.216741933559952,-0.560986010470176
MGH2591,ifn_apc,-0.0803277742997018,-0.499854360927633,-0.297224289326709,-0.202630071600924,0.216896515027008,-0.222631450753973,-0.27722291017366,-0.456728721622802,-0.159504432296093
MGH2591,immune_core,-0.0730675601740833,-0.0652608198694791,-0.14235949787942,0.0770986780099412,0.0692919377053371,0.0741500293176562,-0.139410849187135,-0.0730675601740833,0.0692919377053371
MGH2591,t_cell,0.177212485263914,0.168457612149957,-0.180775109590257,0.349232721740214,0.357987594854171,0.228919556315793,-0.0604619441658359,0.177212485263914,0.357987594854171
MGH2591,b_plasma,0.0174631596285317,0.0243780395493599,-0.0664057786032578,0.0907838181526177,0.0838689382317895,0.0612864793982933,-0.0369084398489334,0.0174631596285317,0.0838689382317895
MGH2591,tumor_epithelial,-0.451073750525957,-0.57007513957245,0.0655765400476742,-0.635651679620125,-0.516650290573631,-0.383598384970551,-0.1864767546019,-0.535313899630349,-0.600890439678024
MGH2591,tumor_aggressive,-0.196932152509224,-0.0833406157302196,0.745856176882051,-0.82919679261227,-0.942788329391275,-0.502031395302792,0.418690779572573,-0.136451178822885,-0.882307355704936
MGH2603,caf_mycaf,-0.225378805117983,2.20166155549678,-0.629875199014463,2.83153675451125,0.40449639389648,2.67905053829146,-0.477388982794674,0.474177033802852,1.10405223281731
MGH2603,pancaf_matrix,-0.127586731953772,1.90384548901608,-0.741153745520677,2.64499923453676,0.613567013566905,2.46581787461528,-0.561972385599198,0.424501744255389,1.16565548977607
MGH2603,myeloid_macrophage,0.162805146188738,-0.524305886554768,-0.716011836258408,0.19170594970364,0.878816982447146,-0.115393448471393,-0.408912438083375,-0.159908391644914,0.556103444613494
MGH2603,spp1_tam,0.171980186691302,0.140540566425448,1.56047154747663,-1.41993098105119,-1.38849136078533,-0.640810241109261,0.781350807534708,0.140540566425448,-1.41993098105119
MGH2603,tgfb_emt,0.151860658774014,0.813528900802797,-0.151251559083098,0.964780459885895,0.303112217857112,0.912668553438438,-0.0991396526356414,0.590405164032678,0.741656723115777
MGH2603,ifn_apc,0.0696450324858052,-0.368400113935054,-0.530021564179176,0.161621450244122,0.599666596664982,0.0978927653456113,-0.466292879280665,-0.310682186342829,0.219339377836348
MGH2603,immune_core,0.276870464821155,-0.357461545876727,-0.545497056787089,0.188035510910362,0.822367521608244,0.06081228615145,-0.418273832028177,-0.316660591193506,0.228836465593583
