panel,item,metric,value
B_he_features,immune core,mean_abs_rho,0.205532076007777
B_he_features,immune core,n_positive,69.0
B_he_features,immune core,n_negative,44.0
B_he_features,immune core,fraction_same_sign_as_median,0.6106194690265486
B_he_features,immune core,feature,mean_od_blue
B_he_features,immune core,feature_label,blue OD
B_he_features,immune core,n_samples,113.0
B_he_features,immune core,median_rho,-0.0535397503211835
B_he_features,immune core,mean_abs_rho,0.2022383097260047
B_he_features,immune core,n_positive,43.0
B_he_features,immune core,n_negative,70.0
B_he_features,immune core,fraction_same_sign_as_median,0.6194690265486725
B_he_features,immune core,feature,mean_od_green
B_he_features,immune core,feature_label,green OD
B_he_features,immune core,n_samples,113.0
B_he_features,immune core,median_rho,-0.0730436510405547
B_he_features,immune core,mean_abs_rho,0.2068977470409683
B_he_features,immune core,n_positive,39.0
B_he_features,immune core,n_negative,74.0
B_he_features,immune core,fraction_same_sign_as_median,0.6548672566371682
B_he_features,immune core,feature,mean_od_red
B_he_features,immune core,feature_label,red OD
B_he_features,immune core,n_samples,113.0
B_he_features,immune core,median_rho,-0.0255040320267102
B_he_features,immune core,mean_abs_rho,0.2092672377526225
B_he_features,immune core,n_positive,48.0
B_he_features,immune core,n_negative,65.0
B_he_features,immune core,fraction_same_sign_as_median,0.5752212389380531
B_he_features,immune core,feature,mean_od_sum
B_he_features,immune core,feature_label,stain density
B_he_features,immune core,n_samples,113.0
B_he_features,immune core,median_rho,-0.0676742392201393
B_he_features,immune core,mean_abs_rho,0.2088862094885787
B_he_features,immune core,n_positive,44.0
B_he_features,immune core,n_negative,69.0
B_he_features,immune core,fraction_same_sign_as_median,0.6106194690265486
B_he_features,immune core,feature,mean_red_minus_blue
B_he_features,immune core,feature_label,red-blue
B_he_features,immune core,n_samples,113.0
B_he_features,immune core,median_rho,0.0178975047301803
B_he_features,immune core,mean_abs_rho,0.2010850414209863
B_he_features,immune core,n_positive,64.0
B_he_features,immune core,n_negative,49.0
B_he_features,immune core,fraction_same_sign_as_median,0.5663716814159292
B_he_features,immune core,feature,purple_fraction
B_he_features,immune core,feature_label,purple fraction
B_he_features,immune core,n_samples,113.0
B_he_features,immune core,median_rho,-0.008659678908995
B_he_features,immune core,mean_abs_rho,0.1565596494084724
B_he_features,immune core,n_positive,54.0
B_he_features,immune core,n_negative,59.0
B_he_features,immune core,fraction_same_sign_as_median,0.5221238938053098
B_he_features,tumor aggressive,feature,mean_edge
B_he_features,tumor aggressive,feature_label,edge density
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,-0.0012198930020005
B_he_features,tumor aggressive,mean_abs_rho,0.1472076116348375
B_he_features,tumor aggressive,n_positive,56.0
B_he_features,tumor aggressive,n_negative,57.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.504424778761062
B_he_features,tumor aggressive,feature,mean_gray
B_he_features,tumor aggressive,feature_label,brightness
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,0.1304800630742538
B_he_features,tumor aggressive,mean_abs_rho,0.2425456948979056
B_he_features,tumor aggressive,n_positive,85.0
B_he_features,tumor aggressive,n_negative,28.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.7522123893805309
B_he_features,tumor aggressive,feature,mean_od_blue
B_he_features,tumor aggressive,feature_label,blue OD
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,-0.1364954527852318
B_he_features,tumor aggressive,mean_abs_rho,0.2445082189786746
B_he_features,tumor aggressive,n_positive,27.0
B_he_features,tumor aggressive,n_negative,86.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.7610619469026548
B_he_features,tumor aggressive,feature,mean_od_green
B_he_features,tumor aggressive,feature_label,green OD
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,-0.1283631396399808
B_he_features,tumor aggressive,mean_abs_rho,0.2394146988779069
B_he_features,tumor aggressive,n_positive,29.0
B_he_features,tumor aggressive,n_negative,84.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.7433628318584071
B_he_features,tumor aggressive,feature,mean_od_red
B_he_features,tumor aggressive,feature_label,red OD
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,-0.1125230596191168
B_he_features,tumor aggressive,mean_abs_rho,0.2482464728465312
B_he_features,tumor aggressive,n_positive,36.0
B_he_features,tumor aggressive,n_negative,77.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.6814159292035398
B_he_features,tumor aggressive,feature,mean_od_sum
B_he_features,tumor aggressive,feature_label,stain density
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,-0.1187502750118188
B_he_features,tumor aggressive,mean_abs_rho,0.2446078358445251
B_he_features,tumor aggressive,n_positive,29.0
B_he_features,tumor aggressive,n_negative,84.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.7433628318584071
B_he_features,tumor aggressive,feature,mean_red_minus_blue
B_he_features,tumor aggressive,feature_label,red-blue
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,0.0563119732563794
B_he_features,tumor aggressive,mean_abs_rho,0.2271702558592201
B_he_features,tumor aggressive,n_positive,65.0
B_he_features,tumor aggressive,n_negative,48.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.5752212389380531
B_he_features,tumor aggressive,feature,purple_fraction
B_he_features,tumor aggressive,feature_label,purple fraction
B_he_features,tumor aggressive,n_samples,113.0
B_he_features,tumor aggressive,median_rho,-0.0571628162681414
B_he_features,tumor aggressive,mean_abs_rho,0.1737321034658722
B_he_features,tumor aggressive,n_positive,39.0
B_he_features,tumor aggressive,n_negative,74.0
B_he_features,tumor aggressive,fraction_same_sign_as_median,0.6548672566371682
B_he_features,IFN/MHC,feature,mean_edge
B_he_features,IFN/MHC,feature_label,edge density
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,0.0716211380996032
B_he_features,IFN/MHC,mean_abs_rho,0.138994690444958
B_he_features,IFN/MHC,n_positive,83.0
B_he_features,IFN/MHC,n_negative,30.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.7345132743362832
B_he_features,IFN/MHC,feature,mean_gray
B_he_features,IFN/MHC,feature_label,brightness
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,0.0720340476558221
B_he_features,IFN/MHC,mean_abs_rho,0.1976874410193582
B_he_features,IFN/MHC,n_positive,71.0
B_he_features,IFN/MHC,n_negative,42.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.6283185840707964
B_he_features,IFN/MHC,feature,mean_od_blue
B_he_features,IFN/MHC,feature_label,blue OD
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,-0.0739927834308813
B_he_features,IFN/MHC,mean_abs_rho,0.1984088522833592
B_he_features,IFN/MHC,n_positive,38.0
B_he_features,IFN/MHC,n_negative,75.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.6637168141592921
B_he_features,IFN/MHC,feature,mean_od_green
B_he_features,IFN/MHC,feature_label,green OD
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,-0.1142461977600148
B_he_features,IFN/MHC,mean_abs_rho,0.2052471322800581
B_he_features,IFN/MHC,n_positive,38.0
B_he_features,IFN/MHC,n_negative,75.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.6637168141592921
B_he_features,IFN/MHC,feature,mean_od_red
B_he_features,IFN/MHC,feature_label,red OD
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,-0.0442044838845367
B_he_features,IFN/MHC,mean_abs_rho,0.2073616312610104
B_he_features,IFN/MHC,n_positive,44.0
B_he_features,IFN/MHC,n_negative,69.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.6106194690265486
B_he_features,IFN/MHC,feature,mean_od_sum
B_he_features,IFN/MHC,feature_label,stain density
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,-0.087214376337436
B_he_features,IFN/MHC,mean_abs_rho,0.2018732864662271
B_he_features,IFN/MHC,n_positive,37.0
B_he_features,IFN/MHC,n_negative,76.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.672566371681416
B_he_features,IFN/MHC,feature,mean_red_minus_blue
B_he_features,IFN/MHC,feature_label,red-blue
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,0.0152607470371607
B_he_features,IFN/MHC,mean_abs_rho,0.1961548238029406
B_he_features,IFN/MHC,n_positive,61.0
B_he_features,IFN/MHC,n_negative,52.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.5398230088495575
B_he_features,IFN/MHC,feature,purple_fraction
B_he_features,IFN/MHC,feature_label,purple fraction
B_he_features,IFN/MHC,n_samples,113.0
B_he_features,IFN/MHC,median_rho,0.0020339209266967
B_he_features,IFN/MHC,mean_abs_rho,0.1528432660695548
B_he_features,IFN/MHC,n_positive,58.0
B_he_features,IFN/MHC,n_negative,55.0
B_he_features,IFN/MHC,fraction_same_sign_as_median,0.5132743362831859
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,1.0
C_tcga_bulk_context,myCAF_matrix,p_value,0.0
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,SPP1_TAM
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,0.5219958103218435
C_tcga_bulk_context,myCAF_matrix,p_value,7.888323632702418e-14
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,TGFb_EMT
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,0.8747011742376287
C_tcga_bulk_context,myCAF_matrix,p_value,2.9738415718231645e-57
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,matrix_integrin
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,0.9413679118316384
C_tcga_bulk_context,myCAF_matrix,p_value,5.674099971502333e-85
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,DC_APC
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,0.362545468859882
C_tcga_bulk_context,myCAF_matrix,p_value,6.588169334816161e-07
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,T_NK
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,0.3655712293162569
C_tcga_bulk_context,myCAF_matrix,p_value,5.228220209245156e-07
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,B_plasma
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,0.2805818311808658
C_tcga_bulk_context,myCAF_matrix,p_value,0.0001485119195223
C_tcga_bulk_context,myCAF_matrix,axis_x,myCAF_matrix
C_tcga_bulk_context,myCAF_matrix,axis_y,bulk_decoupling_like_index
C_tcga_bulk_context,myCAF_matrix,n_samples,178.0
C_tcga_bulk_context,myCAF_matrix,spearman_rho,0.4811225103172687
C_tcga_bulk_context,myCAF_matrix,p_value,1.0623440099610542e-11
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,myCAF_matrix
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,0.5219958103218435
C_tcga_bulk_context,SPP1_TAM,p_value,7.888323632702418e-14
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,1.0
C_tcga_bulk_context,SPP1_TAM,p_value,0.0
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,TGFb_EMT
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,0.515237853071881
C_tcga_bulk_context,SPP1_TAM,p_value,1.8573191668025138e-13
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,matrix_integrin
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,0.4517053947691793
C_tcga_bulk_context,SPP1_TAM,p_value,2.4728485370533016e-10
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,DC_APC
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,0.732641508028798
C_tcga_bulk_context,SPP1_TAM,p_value,3.1785690561290388e-31
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,T_NK
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,0.6542100520358453
C_tcga_bulk_context,SPP1_TAM,p_value,4.0842547119462674e-23
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,B_plasma
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,0.3393500998479672
C_tcga_bulk_context,SPP1_TAM,p_value,3.5892769109097904e-06
C_tcga_bulk_context,SPP1_TAM,axis_x,SPP1_TAM
C_tcga_bulk_context,SPP1_TAM,axis_y,bulk_decoupling_like_index
C_tcga_bulk_context,SPP1_TAM,n_samples,178.0
C_tcga_bulk_context,SPP1_TAM,spearman_rho,0.0631696649427776
C_tcga_bulk_context,SPP1_TAM,p_value,0.4022060609536876
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,myCAF_matrix
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,0.8747011742376287
C_tcga_bulk_context,TGFb_EMT,p_value,2.9738415718231645e-57
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,SPP1_TAM
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,0.515237853071881
C_tcga_bulk_context,TGFb_EMT,p_value,1.8573191668025138e-13
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,1.0
C_tcga_bulk_context,TGFb_EMT,p_value,0.0
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,matrix_integrin
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,0.8959283094786947
C_tcga_bulk_context,TGFb_EMT,p_value,6.299319924684979e-64
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,DC_APC
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,0.3258001402233573
C_tcga_bulk_context,TGFb_EMT,p_value,9.089088772187584e-06
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,T_NK
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,0.3631561532839182
C_tcga_bulk_context,TGFb_EMT,p_value,6.289003120299859e-07
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,B_plasma
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,0.2387680346068692
C_tcga_bulk_context,TGFb_EMT,p_value,0.0013288626893025
C_tcga_bulk_context,TGFb_EMT,axis_x,TGFb_EMT
C_tcga_bulk_context,TGFb_EMT,axis_y,bulk_decoupling_like_index
C_tcga_bulk_context,TGFb_EMT,n_samples,178.0
C_tcga_bulk_context,TGFb_EMT,spearman_rho,0.4941277479469194
C_tcga_bulk_context,TGFb_EMT,p_value,2.394364567645327e-12
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,myCAF_matrix
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,0.9413679118316384
C_tcga_bulk_context,matrix_integrin,p_value,5.674099971502333e-85
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,SPP1_TAM
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,0.4517053947691793
C_tcga_bulk_context,matrix_integrin,p_value,2.4728485370533016e-10
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,TGFb_EMT
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,0.8959283094786947
C_tcga_bulk_context,matrix_integrin,p_value,6.299319924684979e-64
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,matrix_integrin
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,1.0
C_tcga_bulk_context,matrix_integrin,p_value,0.0
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,DC_APC
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,0.2508859711744185
C_tcga_bulk_context,matrix_integrin,p_value,0.00073056659028
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,T_NK
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,0.2475133760103157
C_tcga_bulk_context,matrix_integrin,p_value,0.0008654752019794
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,B_plasma
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,0.1622282108542241
C_tcga_bulk_context,matrix_integrin,p_value,0.0305029069376698
C_tcga_bulk_context,matrix_integrin,axis_x,matrix_integrin
C_tcga_bulk_context,matrix_integrin,axis_y,bulk_decoupling_like_index
C_tcga_bulk_context,matrix_integrin,n_samples,178.0
C_tcga_bulk_context,matrix_integrin,spearman_rho,0.5985973408629801
C_tcga_bulk_context,matrix_integrin,p_value,1.0996827430818017e-18
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,myCAF_matrix
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,0.362545468859882
C_tcga_bulk_context,DC_APC,p_value,6.588169334816161e-07
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,SPP1_TAM
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,0.732641508028798
C_tcga_bulk_context,DC_APC,p_value,3.1785690561290388e-31
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,TGFb_EMT
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,0.3258001402233573
C_tcga_bulk_context,DC_APC,p_value,9.089088772187584e-06
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,matrix_integrin
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,0.2508859711744185
C_tcga_bulk_context,DC_APC,p_value,0.00073056659028
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,DC_APC
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,1.0
C_tcga_bulk_context,DC_APC,p_value,0.0
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,T_NK
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,0.9163298504461508
C_tcga_bulk_context,DC_APC,p_value,7.238383448185345e-72
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,B_plasma
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,0.6454689662729844
C_tcga_bulk_context,DC_APC,p_value,2.3356454237884585e-22
C_tcga_bulk_context,DC_APC,axis_x,DC_APC
C_tcga_bulk_context,DC_APC,axis_y,bulk_decoupling_like_index
C_tcga_bulk_context,DC_APC,n_samples,178.0
C_tcga_bulk_context,DC_APC,spearman_rho,-0.4138131709948305
C_tcga_bulk_context,DC_APC,p_value,9.382734060725642e-09
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,myCAF_matrix
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,0.3655712293162569
C_tcga_bulk_context,T_NK,p_value,5.228220209245156e-07
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,SPP1_TAM
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,0.6542100520358453
C_tcga_bulk_context,T_NK,p_value,4.0842547119462674e-23
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,TGFb_EMT
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,0.3631561532839182
C_tcga_bulk_context,T_NK,p_value,6.289003120299859e-07
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,matrix_integrin
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,0.2475133760103157
C_tcga_bulk_context,T_NK,p_value,0.0008654752019794
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,DC_APC
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,0.9163298504461508
C_tcga_bulk_context,T_NK,p_value,7.238383448185345e-72
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,T_NK
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,1.0
C_tcga_bulk_context,T_NK,p_value,0.0
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,B_plasma
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,0.7573433738080216
C_tcga_bulk_context,T_NK,p_value,2.109459994883182e-34
C_tcga_bulk_context,T_NK,axis_x,T_NK
C_tcga_bulk_context,T_NK,axis_y,bulk_decoupling_like_index
C_tcga_bulk_context,T_NK,n_samples,178.0
C_tcga_bulk_context,T_NK,spearman_rho,-0.4779520580809827
C_tcga_bulk_context,T_NK,p_value,1.513285422923477e-11
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,myCAF_matrix
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,0.2805818311808658
C_tcga_bulk_context,B_plasma,p_value,0.0001485119195223
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,SPP1_TAM
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,0.3393500998479672
C_tcga_bulk_context,B_plasma,p_value,3.5892769109097904e-06
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,TGFb_EMT
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,0.2387680346068692
C_tcga_bulk_context,B_plasma,p_value,0.0013288626893025
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,matrix_integrin
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,0.1622282108542241
C_tcga_bulk_context,B_plasma,p_value,0.0305029069376698
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,DC_APC
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,0.6454689662729844
C_tcga_bulk_context,B_plasma,p_value,2.3356454237884585e-22
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,T_NK
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,0.7573433738080216
C_tcga_bulk_context,B_plasma,p_value,2.109459994883182e-34
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,B_plasma
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,1.0
C_tcga_bulk_context,B_plasma,p_value,0.0
C_tcga_bulk_context,B_plasma,axis_x,B_plasma
C_tcga_bulk_context,B_plasma,axis_y,bulk_decoupling_like_index
C_tcga_bulk_context,B_plasma,n_samples,178.0
C_tcga_bulk_context,B_plasma,spearman_rho,-0.5458827209289212
C_tcga_bulk_context,B_plasma,p_value,3.267521116115369e-15
C_tcga_bulk_context,bulk_decoupling_like_index,axis_x,bulk_decoupling_like_index
C_tcga_bulk_context,bulk_decoupling_like_index,axis_y,myCAF_matrix
C_tcga_bulk_context,bulk_decoupling_like_index,n_samples,178.0
C_tcga_bulk_context,bulk_decoupling_like_index,spearman_rho,0.4811225103172687
C_tcga_bulk_context,bulk_decoupling_like_index,p_value,1.0623440099610542e-11
C_tcga_bulk_context,bulk_decoupling_like_index,axis_x,bulk_decoupling_like_index
C_tcga_bulk_context,bulk_decoupling_like_index,axis_y,SPP1_TAM
C_tcga_bulk_context,bulk_decoupling_like_index,n_samples,178.0
C_tcga_bulk_context,bulk_decoupling_like_index,spearman_rho,0.0631696649427776
